00063;3;;25;31;;;60;70;
7;16;;;;57;68;;89
11005;1;12;21;;40;;61;;
;;27;35;;53;;72;85
;;28;;;59;64;76;90
11020;;11;22;;42;56;;71;
5;14;;;;58;66;74;
8;;25;39;47;;67;;
11066;2;11;21;30;;;;;82
;;;35;41;57;;77;87
;19;;;43;58;;78;90
11182;1;12;;30;43;;;76;
8;;23;;44;51;;;84
;14;;;45;58;68;79;
11205;2;10;21;;;;63;71;
;12;23;;;54;68;;84
;19;24;38;48;;69;;
11275;1;;;31;40;;64;70;
;11;25;34;;;67;;86
;;29;36;42;57;;78;
11502;4;10;;;;50;67;72;
;15;28;;;55;68;;87
;;;37;45;57;69;;89
11550;5;;;30;;53;60;;80
8;;25;35;44;;61;;
9;18;;37;46;;;78;
11688;2;11;;35;40;;;73;
4;;;;;53;65;74;82
8;;;39;48;;67;78;
11730;5;10;;35;40;;;;83
6;;;36;;;64;74;89
;;;37;49;58;68;76;
11779;;11;20;;45;54;;;84
;;24;;48;58;;77;85
;16;;35;49;59;;;87
11794;;;22;;40;50;63;73;
5;;23;37;44;;65;;
7;18;;38;45;58;;;
11827;;10;;32;;50;60;72;
5;12;21;34;;;;73;
7;19;23;39;;;;78;
12127;;12;21;33;40;;;;82
;14;23;37;;;;73;85
9;15;28;;49;56;;;
12163;5;14;20;;40;;;;83
;;25;32;42;54;62;;
;;29;38;44;;69;78;
12171;1;10;26;;;;;71;83
;13;27;;;;63;74;84
;16;28;37;;59;;79;
12346;;;22;33;45;52;;;80
;15;25;;;53;62;;82
8;;;39;;;63;79;88
12431;;;23;32;42;;61;;85
2;14;;;;54;;77;87
3;;;;;56;67;78;88
12639;4;;20;;42;;60;70;
;;24;35;45;55;62;;
;16;;36;48;58;;;90
12824;;11;;30;;50;63;;82
5;13;24;33;45;;;;
;;25;36;46;59;;;86
12877;;14;;;43;54;;71;
8;;;33;;55;66;;86
9;16;27;;47;;;78;
12887;3;;;32;40;50;60;;
;13;;;45;54;64;74;
9;;;35;;58;65;;89
12999;;;;30;40;;63;70;87
4;16;26;33;42;;;;
8;19;28;;;58;;;90
13010;1;11;23;;40;;;;82
;13;27;36;;;;78;85
;;29;37;49;58;;79;
13095;;11;22;30;;;;71;84
;13;27;32;;51;;;85
8;19;;;46;;;79;90
13099;;14;21;32;42;;;71;
;17;;;43;51;63;;84
;;26;35;;;66;78;88
13300;3;11;;;40;;62;;81
;;23;36;;55;63;75;
9;17;;37;;58;;;86
13302;;12;;30;44;;;71;81
;16;22;38;48;;;;82
;17;26;;;59;;78;88
13321;;13;23;30;47;54;;;
;16;28;32;;;;73;86
;;29;39;49;;68;77;
13377;;;20;;40;52;;70;88
4;12;;;;54;;76;89
5;16;26;37;;;69;;
13462;;10;;;40;50;60;73;
3;;23;37;;;61;75;
;17;;39;47;55;;;90
13642;1;;26;;;53;;70;85
;14;28;33;;;;73;88
;18;29;37;49;57;;;
13688;;13;;;;55;60;71;83
;;;35;46;57;61;73;
;;27;36;;59;;75;85
13816;1;11;22;;;51;64;;
2;16;27;;41;53;;;
8;;;39;48;54;;77;
14100;1;;21;;;51;60;;80
4;;;33;42;53;67;;
8;;;;44;59;68;;84
14101;;;24;32;;;65;72;86
;13;;34;44;52;;77;
;15;;35;;55;;79;90
14130;;11;22;32;;;60;73;
6;;23;34;43;55;;;
;17;27;37;;56;;77;
14176;;;23;30;41;54;;70;
6;;25;;;55;65;75;
;;28;;48;56;;77;90
14453;1;;24;34;42;;;;82
;15;25;35;44;;;75;
4;17;27;38;;;;;84
14581;1;10;;;45;50;;70;
;17;22;33;;55;;72;
;;24;37;;57;69;;88
14645;;13;25;;40;52;;76;
5;16;27;;42;;;;87
7;;28;;;59;67;78;
14773;5;12;20;30;;;60;;
;16;;37;;54;63;;85
9;18;;38;;55;;79;
14959;1;;21;;40;;61;;80
4;13;24;;;;66;;82
6;;26;;42;59;;;87
15037;1;13;22;;40;;;;80
;16;23;35;;51;66;;
4;;;37;47;;;77;89
15152;4;12;23;;;50;60;;
;13;24;;45;53;;;87
9;;25;;;59;67;;90
15214;;;20;;;51;60;74;81
3;16;;35;;52;;;85
5;;28;;44;57;;77;
15354;3;;;32;;56;;74;82
5;15;22;;;57;;76;
8;19;26;;48;;;;89
15371;;12;20;;44;54;;74;
;;;32;46;56;;76;86
;18;24;37;;58;63;;
15604;;11;20;;;52;;70;80
;13;;31;;54;64;;87
6;19;;;;59;68;73;
15737;1;10;23;;;;60;;82
;11;;36;45;54;;72;
7;18;28;;46;;;;89
15901;1;13;;;;51;60;;81
2;15;;33;;52;63;;
;19;25;36;;;69;79;
16061;;10;20;33;42;;60;;
;;;36;44;56;65;71;
8;;27;38;;;69;78;
16135;1;10;21;;;;61;;84
2;13;;36;;52;66;;
4;;26;38;44;;69;;
16171;4;;;31;40;;60;;83
;;26;;46;54;64;;84
;18;;39;48;;67;;90
16217;2;11;20;;42;;;75;
7;14;23;36;;;;;89
9;;28;;46;;68;;90
16562;;;23;34;;53;63;73;
6;12;25;37;;;64;;
;14;;;48;59;;78;89
16584;2;11;;;40;54;;;83
;13;27;36;;;67;77;
;;;;48;56;68;78;90
16738;;;22;;41;54;61;;83
;13;;;43;57;62;;84
4;;;38;47;;69;73;
16758;;11;;;42;;60;73;
;14;25;;;;64;75;85
9;;;;;55;67;76;87
16833;4;11;;30;;;61;70;
5;16;;32;;53;;;86
;19;26;36;47;56;;;
16969;;10;22;30;;;;71;81
;12;23;32;;52;;75;
6;;29;33;48;;;;88
17086;;14;20;;41;;61;71;
;18;24;31;44;;;74;
;;;38;47;56;66;;88
17438;;13;20;31;;51;62;;
7;;24;;;;64;75;83
;;27;39;49;59;;;87
17621;;10;22;;44;54;;;81
6;;23;34;46;;62;;
7;;28;;48;;;78;84
17657;;13;25;;;;64;74;80
7;;26;;48;;;77;83
8;;;;49;54;68;;84
17667;1;11;;33;40;;;73;
5;12;;;;56;62;75;
6;;29;;47;;64;;85
17675;;10;25;;41;52;60;;
8;;26;;;53;63;74;
;;28;;48;55;;78;89
17771;;;21;;41;51;62;;81
;17;22;;42;;65;;87
;19;;39;49;;;75;88
18025;2;;20;32;42;;;;85
;15;;;44;53;66;;88
8;19;;39;48;;;;90
18049;2;;;31;;51;;72;81
;14;23;35;;53;;;84
7;18;;;;57;65;75;
18060;2;;20;31;;;62;72;
;15;24;;44;57;64;;
;19;28;38;;;68;75;
18253;;10;20;31;;52;;;80
;18;21;34;43;;;;82
;19;;38;48;;;79;90
18575;2;14;;;;;60;72;82
6;;25;32;;55;62;;
8;19;;;48;;67;;88
18620;;;23;34;41;50;;73;
5;17;;35;;53;64;;
8;;29;36;47;;66;;
18626;2;;;30;42;;61;;80
6;16;;35;;53;62;;
;18;;;47;58;69;;85
18896;;12;;30;42;;64;71;
;13;26;31;;57;;;82
9;16;;35;48;;;78;
18907;;11;20;;;51;;71;83
4;13;23;;;58;;;86
7;16;;;47;;66;;87
18983;3;10;;33;41;50;;;
;;;34;43;56;;78;87
;19;;37;;58;;79;88
19022;;13;;;41;53;63;70;
;;22;37;42;;;75;84
;18;;;47;59;;77;87
19110;;11;25;;43;;61;;82
;;27;;44;53;;74;85
6;16;28;38;;;;;88
19303;1;;24;;46;;64;74;
2;;26;33;48;;;77;
6;;;;49;;67;78;84
19566;1;11;;31;40;;;72;
2;12;;;48;;;76;87
;18;25;37;49;;69;;
19627;1;;21;;;50;62;;83
;15;22;;42;51;;75;
7;16;26;;;;65;78;
19633;;11;20;33;42;;62;;
5;;21;35;48;53;;;
;14;;39;;54;;76;87
19788;1;;20;33;;53;;;83
;;23;34;42;58;68;;
8;;;37;45;;69;;89
19792;;11;;;42;52;;71;82
2;13;;;;54;67;74;
5;;27;38;;;68;;86
19812;2;10;21;;;53;;72;
;;;34;45;;64;74;84
8;;26;;;59;;78;86
20024;3;;;;42;51;62;75;
;18;;37;;56;66;;85
9;19;27;38;;;;77;
20084;;;20;31;44;;67;71;
;;21;33;47;57;68;;
8;;28;;;58;69;78;
20465;1;15;23;;;;62;72;
;16;26;33;;57;;;85
;18;27;;;;67;78;86
20747;4;14;;31;;;;70;80
7;15;;;44;52;;;85
9;19;29;36;;;;;86
20784;;11;23;;;;60;71;80
;13;;37;;;63;74;82
;16;26;38;;59;68;;
20993;1;12;;;46;;;73;80
;13;21;;;51;64;;83
;16;24;37;48;;;;85
21022;5;;;31;;50;61;;84
6;18;;37;44;51;;;
8;19;;;46;57;;74;
21177;3;12;20;31;;52;;;
6;18;;37;;;;71;87
;19;;;48;59;;76;90
21404;;13;26;33;;;;74;80
2;17;27;;47;;;75;
3;;;37;48;59;;;88
21433;2;10;;31;;;62;70;
6;12;27;;;58;;;86
;14;;39;48;;68;77;
21683;2;10;;;;;61;70;80
;;;;42;52;62;71;82
5;;;39;45;;69;74;
21921;;12;21;34;;;61;72;
;;22;;46;56;64;74;
5;18;;37;;57;;77;
21941;1;10;20;;;;60;;81
;;22;33;;55;66;72;
9;;;36;48;56;;73;
22039;1;;20;30;;50;60;;
2;;;;44;;64;76;86
8;;;;48;;66;77;90
22046;;10;;;42;50;60;71;
;11;;;44;53;63;;87
;;28;;45;56;65;;90
22483;;;21;33;45;53;;71;
;16;22;35;;;;73;88
;18;23;;;59;;75;90
22513;2;;;31;41;;60;70;
7;11;;32;;;66;75;
8;;;36;;59;69;77;
22780;1;12;;;40;;61;71;
6;;;;43;51;;73;83
;19;;38;;57;68;;90
23205;2;;;31;41;;;72;83
;15;22;;;56;;74;88
7;17;;39;49;;68;;
23319;;14;;;40;;61;73;81
;18;26;33;;;;76;87
;19;27;;;;69;79;88
23322;;;20;33;45;55;;;81
6;13;;34;;56;;;87
9;;29;;49;58;;;88
23465;;11;;;40;50;;75;82
6;;22;34;;55;66;;
7;;;;49;;68;78;88
23475;;;21;30;;;61;72;80
6;;;31;;53;;76;87
7;19;;;;57;69;78;
23700;;13;;34;;;62;71;81
;15;23;35;;56;;;83
9;17;;37;;57;;78;
23804;4;;21;32;40;;;73;
;11;24;;44;55;;;88
9;15;27;;;;;76;90
23867;;11;;30;40;50;;;80
;12;22;;48;;63;;82
9;;;35;;52;68;76;
23958;;12;20;;42;53;;70;
3;;22;;43;;;76;87
;18;;38;45;;;77;89
24027;;;20;32;;53;60;73;
2;18;;35;;56;61;;
;19;;39;;58;68;75;
24080;;11;23;30;42;;;;80
;;26;32;43;;64;76;
;14;;38;45;57;69;;
24234;1;;;;;52;62;71;80
2;13;22;;;58;;76;
9;;;;46;59;68;79;
24306;3;;21;34;40;;61;;
;12;;37;;57;65;74;
;;;38;46;59;67;79;
24318;;11;;;41;54;;72;81
3;13;;32;;55;;77;
9;16;;;;;67;79;84
24335;2;;;30;40;;62;;83
6;;24;;;;64;76;86
8;18;;38;;58;69;;
24453;2;11;;30;;;63;;86
4;12;24;;;57;;;89
9;16;27;;49;58;;;
24498;3;13;21;;40;54;;;
5;;25;35;;;63;72;
6;;;39;46;;65;;90
24556;1;;;30;42;;;71;82
8;;;38;;55;66;73;
;;29;;48;59;69;;88
24576;;;25;30;;53;61;;80
;15;26;31;;;65;;85
9;18;;;;57;66;78;
24585;;13;23;33;41;;;72;
6;;;38;44;;62;;88
7;;;;48;59;68;78;
24646;;10;;;40;;61;71;80
5;;24;33;;;67;;82
6;;;34;48;;68;;85
24756;2;13;20;;41;;60;;
;14;;35;42;55;61;;
7;;;;49;;64;79;84
24762;2;11;;;41;53;60;;
3;;25;33;;;;73;82
5;;27;38;48;57;;;
24784;;11;;30;42;51;;71;
;;24;35;43;;62;75;
;;;36;49;;66;76;88
24816;;12;21;;41;50;;;83
8;;22;;47;;65;72;
;;29;37;49;57;;77;
24821;1;11;22;;41;;;71;
4;;27;36;42;;65;;
5;19;;37;;53;;;90
25198;1;;23;;;51;63;72;
4;;;34;;;67;73;84
;;29;35;47;;69;79;
25469;;14;;31;;54;61;72;
;15;22;32;;;64;;86
4;;;;45;59;;75;90
25486;3;;21;31;;52;;;81
;;26;33;;;65;73;86
;;;;46;54;68;79;89
25715;4;;;32;40;50;;72;
5;13;;;42;;64;;83
6;19;28;;;;67;76;
25743;2;11;;;;;61;71;81
;15;;31;47;58;;75;
;16;;36;49;;;79;84
25841;;;20;;40;51;;75;80
4;15;23;;;55;;;81
7;;25;;;56;67;;88
25861;3;10;;;41;50;;72;
6;18;25;;;;66;;85
;19;28;;49;;68;;89
25996;1;11;;;43;53;;72;
7;13;22;34;;54;;;
8;18;;39;46;55;;;
26136;;15;;;41;51;61;70;
3;17;26;;;52;63;;
7;18;;;;57;;76;90
26258;1;13;22;34;40;;;;
5;;23;37;45;56;;;
7;;28;;46;59;;76;
26386;;;;32;;50;61;71;82
;17;24;33;;;;75;86
9;18;;38;;;67;;87
26438;;;;;40;57;63;71;82
;15;25;33;;58;64;;
6;;;37;42;59;;;89
26478;;;;32;41;;60;70;83
4;13;;;43;56;61;;
;14;;;44;58;;79;88
26569;1;;;32;;;60;73;81
;;;35;43;;63;75;87
4;;26;39;;;;76;89
26603;;13;20;;41;57;61;;
6;15;;;;58;62;78;
;18;23;39;;;64;;88
26731;;;;32;41;;62;71;86
;15;23;35;44;;;73;
;19;28;36;48;59;;;
26762;5;;;32;40;51;62;;
;;;34;42;54;;74;83
8;19;26;39;;;;;85
26975;2;;;37;;;64;71;80
;;27;38;44;;;72;84
;19;28;;45;;;77;89
27117;1;;;36;41;;63;70;
2;;;37;43;58;;;87
8;16;27;38;;;;76;
27119;1;;21;;41;;;71;81
;;22;;46;;66;73;83
9;;28;;;58;;79;87
27210;;14;20;33;;51;;72;
5;15;;;;52;68;75;
;16;;38;44;56;;;86
27309;2;11;20;;;;60;;84
6;13;;35;;58;;73;
;14;;38;;;69;77;90
27430;1;14;;30;41;;65;;
;15;;33;47;55;;;86
4;;;37;;58;67;;88
27436;1;10;21;;41;52;;;
;11;26;;43;54;66;;
6;13;;39;;59;69;;
27626;1;13;20;;41;;61;;
4;;26;35;43;;;73;
;16;;38;46;59;;;90
27754;;10;;30;41;;64;;80
6;14;;;43;56;;76;
;15;;;44;59;68;79;
27830;1;13;;36;;52;;;85
;;21;37;;56;68;76;
;;;39;;59;69;78;87
27840;2;14;20;;40;54;;;
;;;35;;57;62;74;88
8;;;;43;;63;77;89
27846;2;13;;;;56;62;;86
;18;27;;44;;63;;87
9;19;;;;;65;79;90
27879;1;10;;;;52;66;76;
2;;27;;44;;68;78;
3;;28;;;57;69;;90
27882;1;;;36;;54;64;;80
;14;24;38;;57;;76;
6;16;;;46;;69;78;
27910;;14;;32;;50;;;87
7;15;;;;51;65;76;
9;16;25;;43;;;;90
28057;1;;23;30;;50;;;83
6;;;;43;56;64;;86
9;;29;37;;;67;;90
28233;;12;;;42;;60;71;82
;14;;37;45;53;;;83
5;17;;39;;54;;78;
28295;2;;;31;;51;61;;81
;14;;33;;56;63;;84
;19;;;46;;69;79;87
28328;3;;;;46;51;60;74;
4;13;24;;;;;75;82
;19;25;38;;59;66;;
28412;;14;21;;41;;60;71;
;15;;32;;55;66;76;
9;19;;36;;57;67;;
28515;;11;22;;;55;;73;80
3;13;;;46;;64;74;
;;;39;49;59;66;77;
28540;1;;20;;41;;;72;86
;15;24;36;46;;68;;
;17;;37;47;;69;;90
28554;;10;21;;40;52;;71;
2;;23;;41;;67;;83
;;;;45;56;69;74;87
28766;3;10;;;41;;;72;82
;14;;;43;53;63;;87
9;19;;39;47;;;;89
29009;;10;20;;44;57;;70;
;15;23;34;;;67;72;
;19;24;;;59;69;;90
29056;;10;21;30;;;60;;82
2;;;36;;55;61;;83
;19;;;;59;65;79;90
29067;1;11;;;41;;64;;83
;14;;34;;;66;77;86
;;28;36;49;;68;;87
29074;;11;20;32;43;;;;81
;14;26;36;;56;64;;
8;;;37;48;;65;77;
29115;1;;;30;41;;;;80
7;;23;31;47;56;;;
;;;;48;58;69;78;85
29507;4;11;20;;;;62;;80
;;;35;43;55;;71;84
8;16;24;;48;;;;85
29692;1;;23;33;;;;72;84
6;;27;37;;54;;75;
;18;;;44;56;66;;87
29941;;12;24;;40;50;;;81
8;;25;38;;;66;78;
;18;;39;;56;69;79;
30000;1;;22;;;51;61;70;
;16;;34;45;;62;73;
7;;26;35;;58;;75;
30369;;;23;;;55;61;74;81
;11;;;47;;65;78;82
;18;27;;49;;;79;86
30370;;12;21;33;;;63;70;
4;15;;36;;;65;73;
8;17;;;46;59;;76;
30774;;13;;34;;51;;70;83
3;15;28;;;;;75;85
8;;29;39;;58;;76;
30858;;11;;;40;50;;76;81
;12;23;33;;;64;77;
6;;;37;;;67;79;87
30955;5;;26;30;41;;61;;
6;17;28;;43;;63;;
;19;;;;56;64;77;89
31115;2;12;24;;43;;63;;
8;;27;33;;56;66;;
;;;36;49;;68;72;87
31245;1;;21;;;51;64;75;
4;;;;47;52;65;77;
6;;24;;49;59;66;;
31366;3;;21;;;52;62;;85
6;;22;36;;;;78;86
8;;25;37;;58;69;;
31404;;11;20;;;53;61;76;
5;12;;;47;56;;77;
9;18;;38;;58;;79;
31537;;10;21;30;;;60;71;
3;12;;32;45;;;;86
7;15;;39;49;59;;;
31539;;10;26;32;;;;76;81
6;14;;35;42;;67;;
9;;;38;;56;68;79;
31622;;10;23;32;;;60;;81
;14;;36;44;;;71;85
6;15;26;;;59;64;;
31666;2;10;;34;41;51;;;
4;11;28;;;;;75;89
;14;29;;49;56;;;90
31689;2;12;20;;;;63;74;
6;14;;;48;;67;;83
7;;;;49;;69;78;90
31690;;;23;30;42;54;;73;
5;;;33;;56;65;;87
;;29;;46;59;;78;88
31760;2;;20;;42;54;;70;
;16;23;;44;55;;;84
;17;;37;48;;68;;85
31918;1;;;30;41;;60;71;
3;16;;36;;;;74;89
;17;;37;;57;64;75;
32062;;10;23;;40;;64;71;
;;;36;44;;66;74;87
8;17;;38;;57;69;;
32166;;10;;37;;;60;71;82
3;15;;38;;54;;;87
;;23;39;;;69;75;89
32212;;10;20;37;40;50;;;
;;23;;44;53;66;;85
