00022;;10;21;33;;;60;72;
9;;;36;49;;68;78;
06540;1;;25;34;;;60;70;
;17;;37;44;;;77;82
;;27;38;;55;69;78;
06804;1;13;22;;;;;72;81
4;;28;;;54;62;;84
8;17;29;;47;56;;;
06897;3;12;;30;;51;;70;
;14;;34;;55;;73;88
9;16;;;;;69;74;89
06946;1;;20;;;55;62;73;
7;16;26;34;;56;;;
;;27;38;;59;69;;84
07040;;10;21;31;42;;61;;
;15;;32;45;58;;77;
8;;;34;;59;;79;85
07327;;12;;;40;50;62;;81
5;;;36;44;;;74;88
6;;;;47;58;;76;90
07395;;;23;;40;54;60;71;
;17;;;42;;61;74;83
9;;25;;48;57;66;;
07641;;15;23;;42;;61;;80
5;;27;37;44;58;;;
9;;29;;;;67;76;85
07682;2;14;;;;50;60;71;
;;;32;46;;63;74;87
8;;;33;;59;65;76;
07774;3;;;31;41;50;;73;
7;14;;32;45;;;;88
9;17;;34;;59;;79;
07842;;11;;30;;50;62;;81
3;12;25;32;47;;;;
5;17;;;49;56;;79;
07949;5;;;32;40;53;63;;
7;;24;;45;;65;;84
9;19;;39;;55;;;85
08021;;10;22;33;43;;60;;
3;;23;;46;;;71;84
8;;;39;47;59;;;86
08147;2;11;21;31;;;;72;
;;23;;46;57;68;;87
;19;29;38;48;;;;88
08173;;13;22;;43;;63;;81
;15;24;37;44;;65;;
9;;26;;46;58;69;;
08176;1;14;;30;;;;72;83
2;;28;;48;58;;75;
;;;36;49;;68;77;86
08328;;11;;;42;;64;71;81
;16;21;;44;;65;74;
8;;;36;;58;;75;88
08352;;10;21;;;50;62;73;
;;26;;43;52;64;75;
9;;;;45;;68;77;90
08407;;;24;31;42;53;;;80
5;13;;;44;;65;;81
7;14;;;45;;67;;88
08456;2;13;21;;40;;;70;
4;;23;;44;56;;;87
;18;;35;;59;66;77;
08461;1;;25;33;;53;;72;
4;15;26;;45;54;;;
;;29;39;49;58;68;;
08726;1;;25;33;;;;71;80
2;;;;42;55;;72;83
9;;28;;;57;63;79;
08734;3;;;;41;51;61;;83
5;14;;;;56;64;77;
8;17;;38;;;68;78;
08778;;12;;;41;51;63;70;
6;;;35;;57;65;;86
;18;28;36;;59;66;;
08839;3;;;31;43;55;;70;
6;;;;;56;66;72;83
;;29;;46;58;68;;88
08952;;12;;31;43;;;71;86
;16;22;;;;64;75;88
8;;;36;;58;66;;89
09062;;10;24;;45;;61;71;
5;14;;34;;;64;73;
;15;27;35;49;;;75;
09065;;;21;30;41;50;;;82
;;24;;44;58;;78;88
;19;;38;;59;69;79;
09132;;13;21;;;;60;71;82
;;24;31;44;54;;;89
7;19;;;49;58;;;90
09366;2;;23;31;40;50;;;
;;25;36;43;53;;72;
9;;;38;49;55;;75;
09486;;16;;30;47;;61;;84
8;17;;32;48;;65;;
9;;28;;;57;67;;90
09526;1;;20;;40;51;;;83
3;12;;;44;54;61;;
;15;;;46;57;;76;89
09590;;13;20;30;;;62;70;
;;21;31;41;56;;72;
;;25;;47;59;65;74;
09631;1;;20;;43;50;;70;
;16;;35;44;52;;74;
5;;24;39;;;;78;89
09644;4;10;21;31;;;;71;
8;15;26;;;55;;72;
;17;;33;47;57;;74;
09722;1;11;;;;50;61;;80
;18;;32;47;51;;74;
;19;28;34;;54;68;;
09729;;11;24;;43;52;;73;
7;;25;34;;;;75;85
;;28;39;49;;68;;88
09792;4;;20;;43;51;61;;
;13;24;;45;54;;74;
;16;28;;49;;68;;89
09810;;12;;30;;;61;70;80
;13;;37;;52;62;;82
6;;28;38;;;;76;84
09836;;12;22;;;51;65;;80
8;;28;33;;53;;;83
9;;29;;;54;68;;86
09956;3;;21;31;;;61;;86
7;12;;36;;;66;78;
;17;26;39;47;;;;90
10144;5;10;;;;;61;70;82
7;13;;;;51;;75;88
9;17;;;;54;68;;90
10325;4;15;;32;40;;;;86
5;16;;;;;67;76;87
;;26;;47;;69;77;90
10347;3;13;;33;;51;;70;
;15;;;;53;64;71;88
;19;28;;49;;67;;90
10614;;10;21;31;;;60;73;
4;14;22;;45;;;74;
;17;28;35;46;;;;89
10839;4;13;;30;;55;;71;
6;;23;;47;57;;;89
9;;28;39;49;;;77;
10872;;10;22;;;;60;70;80
7;11;;;45;;62;72;
9;19;;;;59;66;;90
10925;1;11;20;;41;50;;;
;;25;34;42;51;67;;
;;;37;;55;69;75;89
10933;1;;;30;41;;65;72;
;13;25;;;54;67;76;
5;;27;;46;55;;;83
11275;1;10;;32;;52;;;81
;;;35;45;55;68;72;
6;17;;;48;;;74;86
11497;2;11;;30;44;51;;;
;16;24;;45;57;62;;
8;;;33;46;59;69;;
11547;2;;21;;;51;61;73;
8;;24;;44;;65;;84
;;28;39;46;;;77;89
11572;4;11;;;;50;;73;81
;;22;;42;54;66;75;
;;28;;49;;67;76;88
11950;3;11;;;41;;;72;83
5;13;;35;;57;67;;
;19;22;;;59;69;76;
11985;1;13;20;;40;;60;;
3;16;24;;45;53;;;
;19;27;;48;59;;;89
12004;;;20;;;52;60;77;83
7;;;33;48;57;62;;
9;;29;;;58;;79;90
12217;3;;20;33;43;52;;;
5;15;;;44;;62;73;
6;18;;;;58;64;75;
12221;1;;20;;40;54;61;;
2;14;;33;;;;77;83
9;;;;47;58;69;79;
12373;;13;23;;43;;62;72;
4;;;;;54;63;74;88
7;;;39;;57;66;;89
12577;;15;22;33;;50;;;83
6;17;24;;44;;66;;
8;;;37;;57;67;;88
12692;2;;21;32;41;;;;85
;;22;35;;58;66;77;
8;;27;;;59;;78;90
12832;;10;;31;;;65;71;86
4;;;33;42;51;;75;
;13;26;;;52;67;78;
12935;;10;;;41;;60;72;82
8;;26;33;45;;;;83
;;27;34;48;57;69;;
12967;;13;;;43;53;63;;80
;;22;32;44;56;;77;
9;;;37;;59;69;;87
13121;3;;;31;41;51;61;;
6;13;27;;;;;76;86
7;17;28;;;56;;;90
13183;;15;;30;40;;62;70;
3;;23;;45;54;;;85
;18;;;;58;67;79;90
13263;3;;21;;40;;;70;81
4;;;38;43;57;68;;
;;29;39;;58;69;;90
13301;;;23;30;;50;63;77;
;16;;34;41;56;;78;
;17;26;37;;;;79;90
13346;;10;21;34;;51;60;;
6;;;37;47;52;;;84
9;18;;;48;;;77;87
13713;3;11;20;;;51;;73;
;12;;35;44;;;75;82
;17;24;39;45;56;;;
13978;;;23;30;40;50;62;;
;15;25;;44;;67;;87
6;;27;;;57;68;;88
14002;;;;33;;50;64;70;84
6;;;38;;53;;75;85
9;;29;39;48;56;;;
14178;;15;21;;42;55;;;83
7;17;22;;;57;64;;
;18;23;;46;;65;78;
14180;4;10;21;;40;56;;;
;14;25;38;;57;;;87
9;;26;;48;;67;77;
14224;5;;23;;40;50;61;;
7;15;28;;;53;;;89
;18;;39;;59;69;;90
14260;1;12;25;31;;;60;;
;;26;34;;;66;75;86
;;27;36;48;57;;78;
14432;3;;21;;42;;61;71;
;11;22;37;;;66;73;
8;15;;;46;59;;79;
14506;;;20;31;;52;60;;80
6;;24;;44;53;;;85
;17;25;;;58;66;79;
14750;1;13;20;;41;;;70;
;;;34;46;55;;77;84
;19;;;48;58;67;;87
14755;6;;;;41;52;63;;81
7;;24;35;;53;;76;
;;27;;46;56;68;;89
14792;4;;20;;40;;60;;82
6;12;;;47;;;77;83
9;14;;37;;57;69;;
14807;;;22;34;;52;63;73;
;;;38;46;54;64;75;
8;;29;39;;;66;;88
14865;5;;;31;40;;62;;80
;;25;33;45;53;64;;
;18;;34;49;59;;;87
14877;2;;24;33;;;63;76;
6;15;25;;;53;65;;
7;17;;;49;56;;78;
14909;3;12;;;42;;60;;83
;16;26;;44;;;77;85
6;19;;;;;64;79;88
14984;1;;;31;42;50;66;;
;12;;36;45;52;;;87
;13;28;39;;58;69;;
15076;;;21;33;;52;60;70;
4;14;;;48;56;;71;
5;;;39;;;68;72;88
15103;;;21;;40;53;60;70;
5;13;25;;;;;76;86
8;15;;32;;57;;79;
15165;3;10;;30;44;;;75;
;11;;33;;54;65;77;
;18;;38;;59;69;78;
15177;;14;;32;42;52;;;82
5;16;;34;;;63;;83
7;;;;49;58;65;74;
15411;;13;20;;40;;62;74;
7;15;;37;43;56;;;
9;19;;39;49;;;;85
15442;1;12;;31;41;;;;81
4;;23;35;;54;67;;
;18;24;;;56;69;;83
15631;;;24;32;40;55;;;81
;;28;;41;58;63;75;
9;18;29;38;46;;;;
15662;1;;25;;40;;;71;81
3;16;27;35;;;65;;
6;19;;39;;;67;;85
15855;1;12;20;;41;;;;80
;17;;31;46;;;76;85
6;;24;;48;;68;;87
15915;1;10;21;;40;57;;;
3;;24;38;;58;;;85
7;19;25;;47;;;;87
16105;;13;;34;43;;63;71;
;16;24;;45;;67;;82
;;29;37;48;54;;77;
16231;;;21;;40;50;63;;82
7;15;;;;53;66;76;
8;19;26;39;;;69;;
16282;1;;21;32;;50;;70;
;;24;;44;51;;74;86
9;18;;37;;;69;;87
16383;5;;22;;;50;;70;81
;;23;33;;51;62;;84
9;19;;37;;59;;;89
16417;1;;21;;45;;64;;84
;13;;;48;55;65;72;
9;;25;;49;56;;;90
16516;2;;20;;40;50;;77;
7;;23;32;42;55;;;
8;17;;;;56;64;;87
16658;3;16;;;;;62;71;81
5;18;;35;42;;64;;
;19;29;;44;;;77;84
16768;;;20;31;45;52;;;86
3;16;;32;;56;61;;
;;;39;48;;67;76;90
16773;3;15;24;30;;;;70;
6;17;25;32;;;65;;
7;18;29;36;42;;;;
16840;;15;;30;40;50;;73;
5;;25;33;;;;78;87
;;27;;47;55;;79;90
16851;1;11;;33;40;53;;;
8;;25;35;47;;65;;
9;;28;36;;58;66;;
16861;;;20;31;;50;66;70;
7;13;;;;56;67;;84
;19;28;;46;58;;;90
16876;;12;21;31;41;;62;;
;;;34;44;55;;73;87
7;;28;;45;56;;77;
16937;2;;;;44;50;;72;82
3;12;27;36;46;;;;
8;;29;;;59;;79;85
17058;;14;;;40;50;60;71;
;;24;38;41;;64;;82
9;;28;39;;;;79;83
17129;;;22;;44;51;;72;83
;18;;;45;53;62;74;
;;27;;48;57;67;76;
17319;;;20;31;40;;;74;85
7;13;;32;;54;65;;
;16;;33;;;68;79;90
17368;;11;21;;;51;;77;82
;;;36;43;54;67;;84
;17;29;37;;57;69;;
17661;;;;30;44;;64;71;84
8;;28;36;46;57;;;
9;;29;37;;;68;76;
17765;;12;23;;43;51;;;85
;16;26;;;;66;77;87
8;18;;;45;;;78;88
17866;;12;26;;;52;63;;85
6;;27;;47;;66;75;
;;;37;49;57;69;76;
18172;2;11;20;;43;;61;;
5;13;22;;44;;;71;
;18;26;34;;57;66;;
18264;;10;;30;;56;;73;80
;17;;36;;;62;74;87
;;27;;48;59;;77;88
18271;2;;22;30;;52;;70;
;13;;31;43;;66;72;
;18;;;49;56;;76;89
18290;;11;;;41;;60;70;80
6;12;;;;51;;75;87
;15;25;;45;;65;;88
18418;;13;;30;42;;60;;84
5;15;;;43;;;74;88
6;;26;36;;;69;;89
18442;5;12;;;;;64;72;80
;13;26;;47;53;;77;
9;;28;;48;58;68;;
18495;2;;22;31;40;;60;;
4;;24;33;;;67;76;
;;29;;46;58;68;78;
18612;1;;20;;;50;63;74;
4;13;;;42;51;;77;
7;;27;39;;;69;79;
18629;;13;24;;42;;;76;80
8;;25;34;48;;;77;
;17;;;49;59;;79;85
18655;;12;23;34;;;61;71;
;;25;36;;55;63;;86
;;28;38;;;67;78;90
18757;;12;23;31;;;60;;82
5;17;25;33;;;;;83
8;;26;34;;;;79;84
18820;;10;22;33;42;;61;;
2;;;36;44;;62;73;
;14;26;;47;59;;;90
18893;3;10;;31;45;53;;;
;13;;;46;54;62;74;
9;;28;36;;;65;;88
18988;4;15;;;42;51;;70;
;18;;;43;53;62;;83
8;19;;36;47;;63;;
19021;;12;21;33;;;;71;81
;16;23;36;46;;64;;
;19;28;38;49;;68;;
19043;1;;24;;44;;63;;80
6;11;25;36;;56;;;
;;28;39;49;58;69;;
19078;;11;23;;45;53;;71;
3;13;26;;47;;66;;
;;;36;49;58;69;78;
19174;4;10;;;40;;60;73;
;;24;;48;54;63;;88
;17;29;;;58;;78;89
19237;;14;20;;;51;62;;85
;17;22;;45;54;;;86
9;18;27;35;;;;;87
19277;;;;30;45;53;;70;81
;16;24;;;57;64;71;
8;18;;38;47;;;;86
19429;;12;;;;53;62;73;83
7;13;;;45;56;;;85
;;;;48;59;68;76;89
19604;;;24;30;;50;60;71;
;12;;32;42;51;;;85
9;;27;;;58;;79;89
19781;1;;;;40;51;60;;80
2;11;;;;;62;75;82
;;26;;49;58;;77;89
19799;;10;20;34;43;;;70;
;11;22;;46;;;75;88
9;18;;;49;;68;;90
19959;;12;;31;40;51;60;;
6;;25;35;;53;;;87
8;;;37;;58;68;;90
20102;3;;22;34;;;62;;82
;12;;37;;56;;71;88
;19;28;;;58;68;;90
20136;;11;;32;41;;60;74;
;12;21;36;;;66;76;
8;;;39;47;58;;;86
20155;;;21;;42;;60;70;81
5;;;;45;53;66;73;
7;18;;38;;;68;74;
20609;1;12;;;40;;64;71;
2;18;28;;;53;66;;
3;19;29;;44;55;;;
20613;2;13;21;;;;63;72;
;15;;35;46;55;;;82
;16;26;39;47;;69;;
20746;;13;22;;;50;62;;80
6;15;25;;;;66;;82
;;;39;49;;67;77;86
20925;;;;31;40;;63;71;85
7;16;;;41;54;68;;
8;;;;;58;69;77;88
20945;;12;;31;40;52;;75;
;;;35;47;55;64;;86
;18;26;;48;57;;;90
21097;3;11;;;46;55;62;;
6;;23;34;47;;;;86
;18;;35;;59;69;77;
21128;7;10;;;;;60;72;87
8;;;32;43;;61;;88
9;17;;;;56;67;75;
21202;;14;;31;40;;65;;80
7;;;;42;57;67;75;
8;;28;;;58;69;;83
21221;1;13;23;;;55;;70;
;;;34;44;57;;74;87
6;16;;38;;58;;77;
21270;;12;20;31;;;62;71;
6;13;26;;44;;;;89
9;;29;;47;;69;;90
21275;3;13;22;;;;60;;83
;;25;33;44;51;;;86
;;;;49;53;67;78;89
21374;3;10;;;43;;61;;81
4;15;24;;45;53;;;
;;26;;48;59;66;78;
21377;1;14;;;41;50;;;83
;;21;32;43;56;63;;
5;18;26;;;;66;;86
21448;4;10;;31;;;60;;83
;;26;34;;57;;74;87
9;13;;;46;59;;78;
21608;3;14;;;42;50;;72;
;15;;;43;51;;75;87
;19;26;;;;68;77;89
21648;1;;;32;41;;63;72;
5;15;;;43;;;76;87
6;;29;;;;69;79;90
21766;;;21;;42;;62;74;82
5;12;;;44;;63;76;
8;16;24;;46;;;;86
22259;3;;;35;;51;62;70;
;13;;38;;52;64;74;
8;18;26;;48;;66;;
22417;;11;;30;40;;60;70;
;12;;;;55;61;71;83
;;;38;45;56;;77;90
22505;;10;20;;;57;62;;80
5;11;;38;;58;63;;
;;29;39;;;64;79;89
22536;;11;;33;;52;63;;83
4;13;23;;47;55;;;
9;;26;38;49;;68;;
22588;1;12;;32;;;62;;82
2;;23;34;46;54;;;
4;18;27;;;;68;79;
22979;;;21;31;;;63;73;81
6;;25;33;47;;66;;
9;;;36;48;57;;79;
23292;;;20;32;;50;;72;81
;;24;;42;;66;73;83
5;13;27;39;;;;;90
23410;2;10;;;;50;60;72;
5;;27;;;54;67;;83
;;29;;;59;69;79;90
23442;;;22;30;40;;61;70;
;;27;;41;56;;71;83
8;;;39;45;;66;77;
24050;;;;31;;54;60;70;83
;11;28;;45;55;68;;
9;;;35;49;;69;77;
24126;1;;20;;41;;;71;81
4;17;26;;43;;;;83
;18;;39;47;;66;;88
24135;4;;25;;;51;;70;81
;;26;31;;54;65;73;
;19;28;;47;59;68;;
24237;2;;;30;;55;61;70;
8;17;26;;;56;67;;
9;19;29;;;57;68;;
24240;4;;20;;40;52;;73;
7;15;;;;;62;78;88
9;19;;;;59;69;;89
24419;6;12;;30;42;;62;;
7;15;26;34;;;;76;
9;16;;36;;57;68;;
24562;;13;;31;41;51;;;81
4;;;32;45;52;63;;
8;19;25;39;47;;;;
24806;;;20;35;;50;60;71;
6;;23;;;53;64;72;
8;;24;37;48;;65;;
24811;;13;23;35;;;62;71;
8;15;25;37;;;65;;
;18;;38;49;;69;78;
24880;;11;25;;;50;62;;83
5;;;;45;;64;76;84
8;18;29;;;55;;79;
24965;;;22;30;;51;60;72;
;15;;;44;57;;75;84
7;;28;;;;68;76;90
24974;4;;;;;51;63;71;80
;;;;47;54;67;73;81
;19;27;37;48;;68;;
24992;3;12;21;;;53;;73;
5;15;;37;45;;;;84
9;19;;;;58;;78;90
24994;5;;25;30;43;;;;84
;13;;;47;55;;72;88
;19;;;48;;69;77;89
25113;;11;20;;41;50;;74;
6;;26;36;;;;75;87
7;;28;39;49;;;77;
25186;;;23;30;;51;61;72;
7;18;;;44;53;;;86
8;19;;38;48;;;79;
25287;;12;22;;41;51;62;;
4;;24;;45;;;76;88
;17;;36;;54;;78;90
25320;5;16;21;;42;;;77;
8;;;;45;52;62;78;
;19;;38;;54;69;;89
25573;1;;20;;40;50;;;83
;;23;32;46;;64;;87
7;;26;;;58;;76;88
25650;;;20;31;;51;60;71;
4;13;26;;42;54;;;
7;19;;39;49;55;;;
25658;2;15;;;41;54;;;80
4;;;;45;;63;75;87
;18;27;;48;59;;;90
25813;;;;32;;50;60;70;85
2;14;;;42;;62;72;
4;16;;38;46;;;;90
25985;1;;;33;43;50;;;86
4;13;;35;48;;;;88
;;28;36;;;69;77;89
26571;;;;31;42;52;;70;85
6;13;;;44;55;;;86
;18;;38;;;69;77;87
26713;;10;22;33;;;61;;83
;12;27;;;;64;72;84
4;;;37;;;69;78;88
27287;2;;;35;43;50;;71;
;17;27;;45;55;;;84
8;;29;38;46;;;75;
27374;;14;24;33;;;60;;83
4;;25;36;;52;65;;
;19;27;37;;58;;;85
27459;;11;25;30;;;61;70;
;13;26;;43;;;74;83
;14;27;39;45;;;;90
27502;3;16;;;40;;60;70;
;17;;36;;51;;73;88
;;28;38;49;58;;74;
27510;3;;;;46;50;65;70;
;14;;38;;;66;72;84
8;17;;39;;57;;;85
27524;1;14;20;;40;;;;81
5;;26;33;;;63;;85
;19;;35;47;59;;;86
27585;1;10;;32;;51;;71;
;15;;37;;56;;73;86
4;17;;38;;;;74;90
27692;;;23;30;;;61;71;80
;14;25;31;47;;64;;
;;28;;48;53;;76;84
27693;2;10;;;;50;60;;81
7;;;36;46;;;73;85
;18;28;;48;57;69;;
27734;;;21;33;;53;;75;85
;11;;37;;56;;77;87
;12;;39;49;58;;78;
27802;;10;20;;43;;63;70;
3;15;;35;;;68;;85
7;18;29;38;;58;;;
27916;1;;20;31;;50;;;81
;15;;36;42;;67;75;
8;;24;;;59;69;79;
27984;4;15;24;;40;;;;80
6;;27;;44;;67;;81
9;19;;39;;56;69;;
28182;;11;23;34;;51;;;87
3;13;26;36;;;;75;
;;27;;;58;68;76;89
28233;1;14;25;32;;50;;;
2;;;;41;;62;74;86
5;;29;38;44;;;;89
28275;5;11;;30;43;;;70;
;;26;34;44;;;72;82
;;;35;;59;66;77;87
28363;2;10;24;;;52;;70;
3;;25;36;;57;67;;
9;17;;37;;59;68;;
28562;;15;20;;;55;60;71;
;17;;;43;;62;73;87
;;;39;46;59;65;;88
28626;2;;23;;;;60;71;81
5;14;24;;45;54;;;
6;;;36;49;;;77;85
28714;;;24;33;;52;;77;81
;17;25;34;;;63;;86
8;18;27;;;;66;;89
28779;;11;;30;40;50;;;81
;14;26;33;;;61;;83
7;;;;47;59;;78;90
28879;3;11;;30;46;;60;;
;12;;32;;55;62;;83
6;;23;;48;58;;76;
28949;;13;;30;;52;;70;82
3;;25;33;;54;;74;
9;;28;38;49;;;;88
28967;1;;;30;42;53;;70;
5;;;33;45;;61;77;
7;;;;48;;69;78;90
29017;1;12;20;;40;51;;;
;15;24;33;;53;;73;
9;;;;45;56;69;75;
29053;3;12;22;30;;;60;;
7;;;;44;57;;78;88
8;19;27;;49;58;;;
29191;1;11;;30;;53;;70;
;;24;31;;54;67;;83
;;29;39;;;69;78;84
29195;7;10;22;34;;;61;;
8;;;36;47;52;;74;
9;15;;38;;;69;79;
29395;;;;30;;51;62;72;80
;16;;31;43;55;;;84
9;;23;39;;57;;78;
29421;;11;20;;40;52;;;81
;13;21;;48;;61;73;
8;;;39;49;;63;;89
29504;5;;20;;43;55;;72;
8;;22;;44;56;67;;
;;24;;49;57;69;78;
29516;;12;;;;53;61;71;81
7;;;38;45;54;;72;
;;;39;47;;67;73;85
29527;4;;;36;42;53;;;80
5;;25;37;;54;67;;
6;;;38;48;56;;77;
29594;3;;;36;41;;60;;83
4;;;37;;57;67;;84
7;19;29;38;46;;;;
29655;;12;;30;;;63;70;88
4;;25;;45;;64;78;
;;28;38;48;59;;;90
29737;;;20;32;;50;60;;84
4;;;;43;56;64;71;
;14;;37;;57;69;73;
29876;2;;;31;;53;60;;80
;;26;34;45;;;76;82
5;15;29;;;;69;77;
29925;3;14;20;;;;;75;81
5;;;36;46;;66;77;
9;18;29;;;59;;79;
30004;5;;;30;;52;;71;80
6;14;27;;42;;67;;
7;;28;35;49;;;;87
30012;3;;;31;41;52;;;81
;11;24;;42;56;;76;
;;27;39;46;59;;;90
30107;;;23;;;50;62;72;81
7;11;;;;;65;74;83
;16;;;;56;69;79;84
30196;;;25;;;55;61;71;81
;12;27;38;;56;;;88
;16;;39;47;57;68;;
30202;1;;23;34;;54;63;;
;;25;35;42;;64;;81
7;13;27;;;59;;73;
30203;3;13;22;;40;;;;81
6;16;;;;56;65;73;
8;;29;36;;;;78;90
30212;;;23;30;42;;;70;85
5;;25;;46;53;66;;
;;28;38;49;;;73;89
30226;;15;;;;50;60;73;83
7;16;;;47;52;63;;
9;;27;;48;54;;79;
30486;;10;;;40;51;63;70;
;;24;36;;;64;78;84
9;;29;;49;58;;;86
30489;;12;23;32;;50;;;82
6;;;33;;55;64;;83
7;;;38;;57;65;78;
30564;;12;;31;40;50;;70;
7;15;22;;46;;;;88
;19;;38;;;69;74;89
30811;;13;;31;45;;;70;81
5;;24;33;48;;;75;
;17;25;;49;;68;;88
31074;2;13;;;40;;60;74;
3;;25;34;41;;;75;
;;28;;;56;65;76;88
31199;;13;24;;40;;63;71;
;14;25;;;54;67;74;
8;15;;;49;55;;77;
31260;;13;20;;40;50;;71;
;;22;37;42;51;;;86
;16;23;39;45;;;;88
31602;2;;;;41;53;64;;80
;14;22;32;45;;65;;
8;19;;35;46;;;;89
31823;;11;26;30;;;63;;81
;14;27;34;;;64;78;
7;17;;;;;68;79;89
32158;1;13;23;;;;;70;80
4;;;37;46;;;71;81
;;28;39;48;;;76;84
32273;2;11;;;44;53;;;82
;;22;34;46;55;;74;
;17;26;;;58;64;75;
32708;;10;;31;40;;;71;82
;13;24;34;42;;;;83
8;14;28;36;;58;;;
32846;2;10;;;;;64;71;82
5;;27;31;48;;;;83
;16;29;;49;;67;75;
33008;1;;;;44;52;64;;81
3;;;32;;53;68;73;
6;;;35;;59;69;;90
33109;1;;21;;40;51;;;82
6;16;23;;43;;;72;
7;;24;;;59;;78;86
33156;3;12;21;;42;50;;;
;;;36;46;55;;76;82
5;15;;38;;57;;77;
33371;;13;;33;42;;;70;80
5;;23;36;;;63;71;
;19;29;;;59;64;72;
33422;;;22;33;41;;;73;80
8;17;27;;;55;;;84
9;18;;;46;57;;76;
33426;1;;;37;40;51;61;;
;14;24;38;;;66;74;
